text,label
"Aloha...\n\nMy fianc\u00e9 and I are burger fanatics. We've been all across the states and tried many different burger joints. \n\nCheeseburger las Vegas reminds me of a islands burger knock off with higher prices. We got the onion rings to start us off which were perfectly crispy. For our lung entree we got the Kobe burger (medium) and the kaluah pulled pork sandwich. \n\nThe Kobe beef was a big disappointment. Their was nothing special about the taste, texture of the beef.\n\nThe pulled pork sandwich came dry with a  pineapple coleslaw to use as a \""sauce\"". Overall the pulled pork sandwich was the way to go.  \n\nI would have given this place 2 stars but the overall atmosphere + color water fountain view = 1 extra star which ends up being 3 total.",2
"Outstanding service, great ambiance. Sushi is high quality.  We always enjoy the food and service. Tammi the owner is great and really goes out of her way to make sure everything is perfect.",4
"Tried this out though Groupon a month ago and had the garlicky shrimp which was fresh and the chicken wings which my fiancee loved for its crunchy texture.  Did not care for the sate sticks much but decided we liked the place enough to come back.  Got another Groupon offer and tried it out (more sober this time) and ordered the same shrimp, chicken wings and an order of king crab.  They brought us a regular crab order which looked liked the remains of someone else's order after they were done with it.  We told them this was not king crab and they regretfully apologized and said they had a new cook.  They returned with our king crab but it was not any better.  Had only a few pieces and not anything like the king crab order at Hot and Juicy Crawfish that served decent pieces of legs and claw.  The shrimp was not fresh and had a hard time peeling it which to me is a sign that it was not fresh.  \n\nAll this and we had to watch a video of Chinese propaganda played over and over again.",1
"We all have Cox because it is the only cable provider in the valley and I'm tired of it. CenturyLink only offers abysmal internet speeds, the highest of which is still slower than the slowest Cox can offer. While this may seem like a win for Cox, it is still a loss for the consumer. Cox's monopoly over the valley's internet means that they can charge whatever the hell they feel like charging you and also tack hidden fees on your next bill.  When I lived in Los Angeles, I had Time Warner, in which I was paying less for faster speeds, with UNLIMITED bandwidth up or down, and it was reliable to say the least. Excellent customer service and product.\n\nGoogle is charging only $70 for 1GB of bandwidth, granted it is only in select cities, and a very expensive on their part. Hopefully they roll out Google fiber optic into Phoenix, because it really needs new competition out here. If you don't know much about internet speeds, you are paying $70 for Cox PREMIER @ up to 50MB vs Google Fiber Optic same price, for 1000MB. I don't even think the average person needs over 50 or 150MB/s speeds, but we don't want to be giving up our first born child just so my computer can watch a 2 minute video at 1080p.\n\nThe sad part is, no matter how many reviews go on this, they are still the only place we can go, and it won't make a difference anyway.",0
Awful!  I should have realized when I walked past a table with 2 Dogs with only 1 bite in them.,0
I cannot say enough about this restaraunt! I took my mother there for her birthday and she left feeling special. The wait staff were absolutely wonderful. They were very attentive. We both ordered Halibut with a share of Lobster Mac and Cheese which by far is my favorite. For the sides we had the saut\u00e9ed spinach and grilled aspargus. Absolutely delicious.,3
"I'm going to be tuff on this place because it took the spot of my favorite Italian restaurant, Marinellis. The service was VERY slow, like ridiculously slow. The food was great though, fresh and the menu has a large variety. We tried about 5 items and by far the beef and broccoli was outstanding...the best I've ever had, tender and extremely flavorful.",3
"As someone who manages a rental property, I get pretty comfy with service companies.  I called Empire when for my own residence last year for air conditioning problems.  Essentially, the breaker kept kicking for problems that I finally found out a year later were purely a result of the breaker installation (not relevant) but Empire basically took our service fee, reset the breakers, and said it was due to inconsistent output from the AC unit and put a thingiemagie on there.  All I know is that it cost $250+.  It managed to control the problem until the end of the year by coincidence because it was the end of AC season and the AC was running infrequently.  A year later, I found out it's an electrical problem on the breaker and the fix they made was necessary and didn't solve the problem.   This is where my amnesia kicks in.  I completely forgot about all of this/my dissatisfaction when I called them again 16 months after that fiasco for my rental property.  There was a hot water heater leak and I needed someone to check it out/diagnose.  They said we needed a new water heater (which we do) and quoted us over $1100.  I did all this via phone from work because it's not my house and I had to remedy something quickly (while at work).  For the life of me, I could not get the technician to stop selling me the service package (Which is how I finally remembered it was them!  The company from a year before!  They won't stop talking about the service package before giving you a quote!) and just give me the #$*(@#$ quote so I could make a decision (at work, on the phone) about how to proceed with the pricey fix.   After interrupting and even having to be a little firm and rude, I finally got the price quote and let him know that No, I was NOT interested in the service package or what the water heater would cost me with the service package. I want to know what it will cost me.  Today.  By itself.  Whew.  So, I finally got the quote.  Way too high.  When I stated I thought it was high, I was again sold on how they could \""do it today\"" and \""the service package will save me $120 dollars!\"" Good day sir.  Here's your $29.99 service fee.  I'll call you tomorrow.  No, no, I won't.  I got Home Depot to do the sale of the heater, the install, and the take away of the old unit for $800.  It's my own fault, really... the amnesia.  My advice?  Write down every service company you shouldn't use again... somewhere.",0
"Mia (Sales Associate) is the best. She is extremely professional. Great selection, service and pricing. They carry one of every model made.",4
"Oh my gosh...this place sticks. Who are you newbs that are giving this place such high ratings? It's Taco Bell with a bar. Have you folks never been to Mexico, know Mexicans, ate at good Mexican rest? Yelp lets me down every once and awhile. The black beans seemed canned, the rice was dry and the taco meat was...well poor quality (see pic), I spit out as much as I ate. The chips and salsa were the highlights and they were average. Go to Si Senor in or Los Dos Molinos...trust me.",0
"Have not been back to this restaurant in years. Decided to try it again. The server Michelle was excellent- very attentive and extremely knowledgeable about the menu. We ordered the linguine and clam sauce as an appetizer- very good. The salads, that come with the dinner,  were huge. The breadsticks were served with 2 side sauces- they were ok. Prefer the olive oil and balsamic , which is on the table. Michelle constantly checked up on us . The one major  negative I can discuss is that the line cook definitely over salted the main dish- veal scallopine. I did mention it to the waitress, who stated that this line cook ALWAYS does that.  I guess if we go back again we will have to ask who is cooking. When we were leaving the restaurant, we did mention the overseasoning to the hostess, who just looked at us with a doe in the headlights look and did not say anything.  One last item- the menu is very limited but priced well.\nWorth a try but hopefully you are not on a low sodium diet!",2
"I really want to like this place because the service is very good...sadly the quantity and quality of the food is not...seems like I'm being up sold too.\nThe chicken taco was very dry and not big enough for a lunch portion on its own...had to add on the empanada to make it a \""meal\"". Empanada was tasty enough but served on a bed of lettuce seemed uninspired. Was charged for chips and salsa too.\n$8 for this lunch was too much",1
"Sadly I wanted to be impressed but I was not.  Being a vegan I actively search out restaurants that have a menu that is vegan friendly.  So today I had some time on my hand and headed to the heavily reviewed Red Velvet Cafe.  Disappointment was what I found.  The menu was a mixture of vegan, vegetarian, and non-veg, which is nice to see a restaurant trying to serve everyone but it is also its downfall.  Instead of innovating vegan or vegetarian dishes they seem to veganize they menu by removing the meat and replacing it with a vegan substitute.  Boring.... I ordered the flatbread with pesto and hummus, vegan style.  They replaced a parmesan cheese with a vegan cheese.  Yuck... It had no flavor.  Pesto should be distinguishable on whatever it is on and it was bland and looked like it was out of a jar.  It tasted like it too. The hummus was also bland and seemed heavily processed and not homemade.  The placed it on the pesto flat bread with a disher/ice cream scoop.  Seriously not an attractive presentation.  the only saving grace of the meal was the beverage.  I ordered the sangria sparkling tea.  Tasty and served with fruit floating it in.  Delish.  $5.50 a glass and no refills is a bit steep though.   Too bad...oh well I have my favorite vegan restaurant in Las Vegas and I am sticking with it.",1
"It's an interesting dessert place, opened pretty late (which is useful if you have a 'snack attack' while going out in the surrounding bars on Saint-Denis). \n\nAnd the portions are HUGE! Just to make you you understand that last point: HUUUUUUGGGGEEEE! Yeah, I can never finish my plate when I order something there. One tip: share your dessert with someone.\n\nOtherwise, their many variations of cheesecake are amazing, but it's always a 'hit-or-miss' for me: for every time I went there, the cake/pie would be awesome, or could be bland/tasteless. That's one of the reasons why I don't go that much.",1
i forgot the exact date of the initial service but it was early July. my phone wouldn't charge correctly. they soldered something on the motherboard and it seemed to work. 2 weeks later i had the same issue and returned to the store. they 'fixed' the same problem but broke my microphone on it. they had my phone from open to close and told me they couldn't fix it. they permanently broke my phone. i ended up going to tmobile and trading in my broken phone for a new one because i was going out of state for a week and needed a working phone. the owner said he would mail me a check for the repair cost and that was over a month ago. still waiting on that. he also refused to pay me for my out of pocket cost for the s3 ($200) that his shop permanently broke. i want $255 for the cost of the phone and what i paid the shop. this is not acceptable.,0
"This pizza was awful! I dont even know where to start, the tasteless cheese, the crust which was either stale or just cooked so much that you couldn't even bite it unless you wanted to break a tooth....\n\nThe service was bad. Sat at the bar which was empty, and watched the bartender keep changing channels on the television. He was apparently too busy to see we had drank all of our drink and offer us a new one and either decided to ignore us or forgot when we asked for extra napkins.\n\nThis place is lame.",0
The manager of this store thinks he's too cool.  It's obvious he hates himself.  Don't go there if you have any respect for yourself.,0
"If you want an awesome hairdo, come see Regina E. I've been with her for 8yrs. Show her a pic or tell her an idea and she'll make magic happen. She can do just about everything. She's amazing!!!!!",4
"Excited about my first dining experience today at the breadfruit at 108 E Pierce St downtown Phoenix. Learned about the establishment while researching  suggested restaurants from my companies vendor for a large group coming to town in March. Was told at 6:10pm that there was a two hour wait and that it's best to make a reservation before dining. Well of course I was not going to wait two hours to eat dinner. So we left. Then it hit me, the white couple in front of us that arrived at the same time wasn't leaving nor did they have reservations. Why were they staying and we weren't?!?! So at 6:17pm I called the restaurant from my car to make a 7pm reservation. The same person, Dwayne (who said he was the owner) told me he could accommodate us at 7:30pm. Definitely not two hours. Maybe my voice didn't sound Black like my face looked. What a huge let down!!! I will do my best to spread the word about my unfortunate experience at breadfruit.",0
"An Italian dive on Stanley St. In Montreal. Will let you know how that goes. The pizza is cooked in a \""wood oven\"" and just arrived and looks pretty damn fine. The pizza was good but not great. Returned a week later to have Veal Limonene, but that was disappointing.",1
"They get 2 stars because the food was actually good, but good lord...can we get some service...or at least have the waitress that is RUNNING all the other tables out side to serve us???\n\nThis was the first time in my life that I had ever stiffed a waitress on a tip...seriously.  It was \""cute\"" the first time we waited 15 mins for her to come back to our table and give me a root-beer instead of a diet coke, but it wasn't so cute when we waited 30 mins for her to come back and give us the check after that.  My friend and I had to ask other servers if they could assist us because the server assigned to us apparently just had completely forgotten about us.\n\nOh well...you live...you learn.  Good food, but the service was awful.  My friend that suggested the place has only good things to say, so maybe it was an off day.  I mean, it was a little busy because ASU was playing on TV, but the waitress handing every other table on the back patio was keepin' up and all her tables were taken care of...our server just had our table...\n\nMeh...",1
"Purpose of visit: late night dinner after watching the pacqiano fight. He was so robbed by the way. We decided to head to Chinatown for some Kate night Cantonese food. Joyful house is open late. We ordered salt and pepper shrimp with the skin on. A must try the shrimp were fried enough to make the skin crisp and you old eat it in one bite. Fantastic flavor. Salted fish in clay pot was a also a good choice. The tofu was tender and the fish slightly tender. The chicken and black bean sauce was good but was probably the weakest dish that we ordered from a flavor perspective. Not a spicy as they say it is. We also ordered fried Singaporean style noodles with seafood. Noodles were slightly crispy and the fish topping very tasty. Excellent place for quick, reasonable late night dinner. Decor is to be expected uninspiring and rather dated but you don't go there for the people or the atmosphere but for the food.",3
"I've been to this Quaker a few times. Every time I've been disappointed with the food and service. I brought a girl with me who just happened to like avocado an unusual amount. She ordered a sandwich with avocado, turns out they were out of avocado and didn't tell anyone. I had to ask. \n\nTo be a little more on the shallow side, the beer specials weren't that great and the wait staff could have been more attractive. \n\nDefinitely never going back especially with the Carolina Ale house right down the road.",1
"Greetings Yelpers. The sandwich here is pretty good. I took my sister here last night at 930pm. I saw a guy looking at us and getting ready to turn off the \""Open\"" sign. (I thought nothing of it at the time) \n\nAs we walked in the shop, I turned to the guy and said, \""Go ahead, turn it off. We are just ordering sandwiches.\"" The cashier simply smiled and just stood there. Some girl (perhaps one of the waitress) said, \""Oh, we are out of bread.\"" \n\nSERIOUSLY?!  It's not even closing time. It's a sandwich shop. \n\nVERY DISAPPOINTED!",1
"It had been a lot of years and I was thinking, you know, some questionable cow and fake horseradish sauce might just hit the spot.\n\nTheir signature roast beef sandwitch comes in 3 sizes: small, medium, and something approaching the size of your head. \n\nI think my meal had enough salt in it to pay a Roman legion with, but since the legions today are paid in Federal Reserve fiat greenbacks, the salt goes to Arby's. Maybe I'll try it again after I time travel into the future a few years.",1
"Hands down: one of the best things to ever happen to Las Vegas!\n\nI seriously got on YELP and was browsing through all of Island Flavors pictures because I miss the food so!\n\nThe orders for our party: Oxtail soup, chicken katsu, kalbi short ribs, and shoyu chicken. When those orders came out, my jaw dropped! The portions are huge! Everything was flavorful and delicious. I have a grand feeling that everything on that menu is just as delicious as the meal I had that night. \n\nNow, what really made me cry tears of joy was the kona coffee mud pie. That thing is huge! It easily fed our party of 4. The yummy coffee ice cream, whipped cream, oreo cookie crust and macadamia nuts was marvelous! \n\nThe service was also great! She was friendly and made sure to serve us with a smile. \n\nIsland Flavor, you won a place in this girl's heart!!",4
"My partner and I went for an early dinner.  We were inspired by reviews on Yelp and Echo Magazine.  When we entered we got escorted by the Host to a table for two and supplied with menus.  He was not welcoming or talkative, just doing his job.  Shortly after, came the waiter, who was hostile and obnoxious,  to take our drink orders.  He made no eye contact and seemed impatient to get our order over and done.  The girl server who brought us our drinks and the chips with salsa was the only kindness that we were shown throughout our short visit.  There was also a screeching child making the atmosphere even more unbearable. The chips and salsa were underwhelming and my Sprite tasted like it was dunked in toilet water.  I would have reviewed the food but the waiter never returned to take our order so we decided to pay for our drinks and go.  No one stopped us to ask why.  They just didn't care.  I don't know if their food was good or not but we know when we are not welcome.  It was one of the worst experiences we've had in Phoenix.....Manuel P.",0
"Our breakfast choices sounded better than they actually tasted and our drinks had a weird odor. All in all, when it comes to breakfast in Pittsburgh, I'm still on the Pamela's side of the fence.",1
"Chompie's is not one of my favorite places... Food is OK, I mainly think is overpriced...  Their promotions don't look that good to me, always have a lot of restrictions, and every time I go there I miss the points in the loyalty program because they expect you to enter your phone number when you just got the check and most likely don't have a pen, and servers don't seem to pay much attention to it... so if I forget I miss out...\n\nHowever we end up going here on occasion and  on Christmas day... I do not know about Jewish food so I am not rating how authentic it is.\n\nWe added a Potato Knish, which it was not like I remembered it... I kind of think they are usually 'shinier', but it was still good. (in fact I just went and checked the menu, and this was not 'golden brown')...I finally was adventurous and tried the small Matzo soup, I have never had it before and it turns out I liked it, I may have this again next time we go there.\n\nI ordered the tongue sandwich, and I was very very disappointed. It was very wimpy and it was higher in the center so the edges looked all empty : ( At that point I was happy I ordered the whole one because if I had gotten just half it would have been ludicrous... so, what I mean is that maybe it would have been a good $8 sandwich, but for $14 or so that was really overpriced. Also, when we got the check it said:\n'Tongue Sandwich, no cheese' and we were like 'whaaat? we could have gotten it with cheese?' not sure what was the deal about that...\n\nHubby had the baja chicken sandwich and we thought it was very good.\n\nOur server was Joseph and he was nice and friendly. \nService was not as prompt but I am OK with that because it was Christmas day and it was super busy.\n\nKudos to Joseph that got me a glass of water (with a slice of lemon) even though I had forgotten to ask for it. I am not sure if they do that all the time but I was  in fact thirsty so I am happy he did.\n\nI had coffee and hubby had iced tea. We did not have dessert and lunch was over $40 for 2 people, before tip.",2
"I finally decided too check out Ramen Sora instead of my normal go to Monta. In one of those wanted too try something new or mix it up. I had the miso ramen was very good. The broth had nice flavor too it and noodles cooked just right. Honest overall still rank Monta as the only place too go ramen in Vegas. Not that Ramen Sora is bad I will still go back feel like mixing it up or if Monta wait is too long. I love my gyoza with my ramen (tradition two together) and not notice it on the menu here plus no one compete with Monta gyoza anyway. They do have charzuka (sure spelled it wrong) bowl which I ordered like my side dish. The meat was very tasty seared on top bed of rice in small bowl. \n\nThe waitstaff is very friendly, courtesy, and greet you right when you walk in plus throughout your meal. The restaurant not very big I though Monta was small but this place might be just as small. The parking can be hassle depending time you go. Only ten or so stalls around the back of the restaurant then you would need too park on the streets. \n\nOverall miso ramen was winner but still have too place Monta above but whenever need get ramen fix sure Ramen Sora on my list!",3
"I remember coming here as a kid long before the adventuredome was around. As a kid, I remember enjoying the arcades and circus acts and such. But the last time I went to CC......DAMN! this place is beyond ghetto!\n\nDon't get me wrong, this hotel is probably the best value on the strip, as you do get your moneys worth(45 bucks a night).  But Who the hell comes up with the idea of a circus themed hotel?!\n\nPerhaps some day, when I have children of my own and am on a tight budget, I'll give Circus Circus a chance.",1
"Planned a trip to Vegas for my 40th Birthday, and 25 of my friends decided to tag along. After several days and countless hours of trying to secure a reservation at this restaurant that was recommended by a friend, I was told that they could not seat us all at the same table-no problem and completely understandable, we are a large group. And I will have to have a preset menu to select from due to group size- no problem we will make due with that, we are a pretty easy going group. And I will have to sign a contract and put a 50% deposit down to hold the reservation- a little extreme, but again, no problem. The problem came when after all of this was said and done and HOURS spent trying to secure the reservation I was told that only 4 credit cards could be used to pay the entire tab.  Really, I am not a corporation we are jsut a group of people wanting to have dinner together. Well that is several hours of my life that I will not get back. I will NOT be recommending this establishment to anyone that may have a large group to coordinate. \nthanks for nothing, Lakeside. We took our business else where...",0
"Awesome restaurant with a separate vegan and vegetarian menu with just as many options as their standard menu! Tasty, spicy, and simply delicious!! Great place to visit especially with friends or family who meat and the like. Oh, and great portions with prices that will not knock you out of your seat like some vegan spots!",4
"I love this hotel.\nEvery year for the past 8 or so years, my dad's company convention was held in Las Vegas and he'd take us with him.\nWe always stayed at the Mirage and over the years it had grown into a magnificent hotel & casino!\n\nWhen I was young, I didn't pay much attention to the decorations or the things I could do as an underaged kid.\nBut this year, I realized a lot has changed, for the good.\n\nWe eat our breakfast every morning at the Caribe Cafe and it's always hearty.\n\nWe loved their Noodle Kitchen but apparently it closed :(\n\nTheir set-up for the Cirque Du Soleil show LOVE looks groovy and fun! It's colorful and very artsy. \n\nThe way the new Revolution bar/club looks really attractive however, i didn't get to go inside because I was underage :(\n\nThe other restaurants here like Craving Buffet, Fin, Japonais, BLT burger, California Pizza Kitchen, etc. are also yummy!\n\nThe Craving buffet serves breakfast, lunch, and dinner.\nFor dinner it cost us $24.95 each, i think. However, they label their sections to the types of food they have, like: Chinese, Seafood, Italian, Salads, Roast meat, Latin, etc.\n\nIf you're going to Las Vegas with underaged people, this place is great! It's also close to the major shopping places and hotels on the strip!",4
"A friend of mine recommended Fadra to me when I wanted to buy my first home. DH and I had discussed what we wanted in a home and communicated that w Fadra.  She came thru and showed us what we had asked for. But I wasn't happy with any of it.  She then gave us some great advice and asked if she could show what was better suited for us.  We fell in love with the first home she recommended.  Everything went so smoothly from beginning to end.  She is not only friendly, she is amazing at her job and knows what her clients not only want but what they NEED.  It's almost time to buy our next house and when the time is right I will most definitely be giving her a call.",4
"If you're going to come here to gamble, I suggest you don't. There are other casinos here on Fremont St. that seem to make you feel more comfortable and not old fashioned. Well if you do like old fashioned, I guess this is the place for you. I can't really rate this place for how it is hotel-wise and staff wise, as I just come here strictly to walk through and eat at the Market Cafe. So my rating isn't for the hotel, but just the basic layout and how old fashioned it is. I know this place won't change the way it looks as they're probably preserving the looks of old Vegas with this place.\n\nI'm probably the only person to rate this place a 3 stars, so I'm probably missing something on how good the hotels are at this place. Sorry to say though, I probably wont ever experience staying at this hotel or any hotel in Vegas for awhile as long as my sister lives down here. All in all thank goodness this place has market cafe, otherwise this place probably won't exist for me.",2
"This place is so close to home that I really want to like it but there are just too many reasons not to.\n\nAs another Yelper stated the decor is nice post remodel and that is as good as it gets here.\n\nChips and salsa were brought to the table quickly and when my wife requested HOT salsa it was brought out quickly as well.\n\nPlaced our order..... carne asada burrito for me, fish tacos for my wife. They must be rationing fish in the kitchen.  Two tiny pieces in each taco which didn't fill the corn tortilla end to end. No flavor and not hot.\n\nThe carne asada burrito was small and the tortilla was like a firm paste. The quantity of tortilla outweighed the amount of carne asada. The beans were almost warm which puzzled me because the plate was very hot.\n\nMy wife asked for additional chips which never arrived to our table.\n\nWe were never asked if we enjoyed our meal. Im guessing that the amount we left on our plates spoke for us.\n\n5:30 on a Saturday night and the place is at 30 - 40% occupancy. I am pretty sure I know why.\n\nWe will not be returning.",1
"Jan's review pretty much sums up everything I feel. \nMy wife and I have been members for about 6 years. The new renovation was a joke. New floors and annoying disco lights in spin. Bikes still same old pieces of junk. Loose handlebars & seats. They are worn out and used up; they need to be replaced. And all the better spin instructors jumped ship and are gone.\nRecumbent bikes all have loose seats and no pedal straps. Wide screen theatre area has 3 seats! REALLY. Not enough weights and equipment for muscle classes. My wife has been waiting 3 yrs for promised additional weights. \nFree towels are nice but are now all ratty and feel like a steel wool pad. Time to replace them. \nMountainside, it's time to get your act together.",0
"This is a Spanish Tapa's restaurant that we stopped at on a Saturday for lunch, before heading to Red Rock Canyon.   \n\nThe decor is quite pleasant, and for a Saturday lunch it was not crowded at all.  The majority of the menu is made of small tapa type dishes.\n\nThe food was amazing and wonderful.  We shared 5 different dishes plus a dessert. Every dish we had was full of flavor and just so tasty!  With a rate of 5/5, I would imagine most the dishes on the menu would be quite good.  The service was also attentive.\n\nThe only thing that holds me back from giving it a 5/5, is that if I came here when I was super hungry, the bill would be far too expensive.  It is perfect, if you want a \""lighter\"" lunch.\n\nI would most definitely return for brunch or lunch.",3
"The service is hit or miss, either great or terrible. If you ask for soy it either is made wrong or has clumps in it.",2
Good beer although brewery tours are limited.\nBartenders need to be more attentive and more knowledgable on local beers,2
"I like the galleria, especially the grand foyer that makes walking into the office like a presidential entrance. \n\nThe facilities are well kept, and everyone who works the center is really friendly.",3
"Upon entering Vegas, we hopped off the shuttle at the Bellagio instead of our hotel stop at the Platinum (in fear it would take another 2 hours to arrive based on our driver's pace and navigation skills). We were starving, so stopped in at the first place we saw.\n\nWe got seated at one of the 50 or so tables in the center of the restaurant, and started perusing the menu as well as the interesting  dcor. Only in Vegas will you find intricate, ionic columns with keno boards built in the top. \n\nThere must have been at least 10 servers and workers running around us for about 20 minutes, until we had to flag someone down to order. (Maybe I should have waived a keno ticket in the air to get immediate service.)\n\nWe ordered the crab cake salad ($18) and the BLT ($14) a few beers, and...a $12 Bloody Mary. I have to say, it was a delicious Bloody Mary, complete with spicy homemade mix, lemon, olives, picked green beans, and celery, but for $12 they should have served it in the form of a miniature replica of the Bellagio water fountain, but with Bloody Mary contents instead for me to sip from...with music. \n\nFood was good, but it's hard to say whether it tasted top-notch because we were so hungry or if it was the real deal. But ingredients were fresh, the presentation was nice, and we cleaned our plates. Probably wouldn't return given all the food choices in Vegas, but still a viable option if you're here and hungry.",2
"I used to love this place- REALLY love this place, but will never return because of my latest experience. I absolutely love their green curry and order it every time. \n\nHowever, my last dining experience was horrible! The waitress wasn't very friendly, which I don't really mind because I'm there for the curry not the experience. I get my curry and find a hair in it! Gross, but I love the curry so much, I ask for another serving. Get that dish, eat it a bit, and find another hair! I told the manager and she looked around in the dish as if she didn't believe me. She was very apologetic and comped my meal, but I will never eat there again. The thought that there were two hairs swimming around in their pot of curry or the thought that they may have just taken my original dish and transferred it into another dish appalls me. I love their food, but I'm too grossed out to eat there.",0
"This is owned by the old original cook/owner of Tang Dynasty in Lincoln Square Mall. If you ever wonder what happened to the food there, it was this: the cook sold it and left. He's now opened a new place and the food's just as good as I remembered it. \n\nHad the dry-fried string beans, some stir-fried beef and mixed veg dish, the mix platter appetizer and some beef noodle soup. All were quite flavorful and tasty, and not too oily (something that happens often in this town with Chinese food, sadly). Could not stop eating the green beans, even my four year old liked them. For those who use this metric for their Chinese restaurants: every other patron there was native Chinese, both students and older folk. Parking is free, easy and plentiful. \n\nAs others have said, the interior is the exact same (they even still have the beanbag toss game out on the patio and the 'lucky' rock in the lobby from when it was Rock's) just with a bunch of tables thrown in but I'm sure that'll change as it gets established.\nThe serving staff was efficient (might have to point at the menu item you're ordering) and quick with the food, which was piping hot and obviously freshly made, and quite friendly with my son when he practiced his Chinese on them. \n\nAll in all a nice time, excellent authentic food, easy parking close to campus and convenient hours. Give it a try, you won't be disappointed.",3
"If it's being rated on it's food 21/2 stars\n\nIf it's being reviewed on it's club 1 star\n\nIf it's being review on it's drinks 31/2 stars. As obvious as this might sound, they really know their rum drinks here! Get a mojito you won't be disappointed. For the professional alcoholic don't miss the volcano! They also offer rum tastings...YUM!",2
"So the hotel is nice and new. The rooms are nice, modern. The pool is also great.\n\nHowever, be prepared for the maid waking you up (IN VEGAS!!!) at 8am to try and clean the room, possibly also sleeping in your bed while your not there, and also waking you up again at 8am on your checkout date, taking your clothing off your bed and throwing it on the floor, etc. \n\nOn top of this, you are far away from the strip and not really close to a highway that will get you close to the strip. Especially if you're climbing at Red Rocks, stay away from this place.\n\nThe ghetto hotels on the strip that you can find for $35 are much more worth it than this place. \n\nThe only good thing was the pool was open till 8pm and the parking lot is close to the elevators to the rooms.",1
"Horrible! My wife ordered steak med well, it came rare the first time, med rare the second time and well done the third and last time. My steak was fine, but the fries were cold. Service wasn't the worst, but with a meal that bad, who cares. And we still had to pay for the over priced screwed up meal. Won't be back!!!",0
"**sigh** I have a love hate relationship with Crack-in-the-box.  Oddly enough, I love their eggrolls and sourdough hamburger but try to not eat anything else! Unfortunately, they just added mini funnel cakes to the menu.  I had to try them.  Happy to report they won't be a new addiction.  \n\nMight see ya there.",2
The 1 star was for the food the rest was for the serves. I made the same bowl twice and it could not have been made more different by the cooks. Not to mention the fact they took my not even half eaten bowl while I was making the 2nd one. They say you go some where for the food you go back for the serves well I won't be back.,0
"Super !!\nUne tr\u00e8s bonne d\u00e9couverte ! La carte comporte des photos de chaque plat, ce qui permet de mieux visualiser ce que l'on va manger, et tout est expliqu\u00e9.\nVraiment tr\u00e8s bon, servis rapidement, et l'ambiance donne l'impression d'\u00eatre parti en voyage !\nNous avions pris une entr\u00e9e avec plusieurs choses frites, la friture est tr\u00e8s l\u00e9g\u00e8re, c'est vraiment bon ! Puis un plat de nouilles et un plat aux g\u00e9siers de poulets. Tous deux d\u00e9licieux !!",3
"I had a consultation with Dr. Davey in March for cystic acne. The visit was short and to the point. I was prescribed spironolcatone, which seemed to take care of most of the acne I was experiencing. I had a follow up appointment in June and was told my skin looked like it was better and I should come back in 6 weeks for another check up. He did not address the existing acne I was having. I got a call the day of my appointment saying they would need to cancel my appointment because the doctor was out of the office and they did not know when he was returning. I have tried calling multiple times, but the phone is shut off.  I am now almost out of my prescription and the pharamacy has not been able to contact the doctor for a refill. I was not reffered to anyone and I have contacted several dermatologists in the area that are all booked at least a month out. I am getting married in 2 months and if I am not able to find a dermatologist I am afraid my acne will get worse. I am beyond MAD!!!",0
"I saw the grand opening sign so I decided to get lunch. \n\nI wasn't feeling pho today, but I'm a fan of com tam and can be in the mood for rice all day, every day. I got a rice plate with Viet sausage, sliced BBQ pork, shrimp, baked egg \""casserole\"", fried egg ($9.50). Viet sausage kinda reminds me of a cross between spam and Portuguese sausage in texture. Sliced pork, baked egg and fried egg are all fine however the shrimp was odd. The seared areas tasted a bit of chemical...like it touched gas or lighter fluid. \n\nFood came out quick, the girl was friendly when I ordered, but there wasn't really \""service\"" per se. I had to walk up to the counter to pay since sitting there wasn't gonna get me a check nor a empty cup will get a refill. \n\nThey just opened a week ago so I'll see if they'll work out kinks and I'll try their pho to get a feel for their menu. I think it needs to be very good to warrant that they're a bit more than most pho spots...so far, it hasn't warranted the price with taste, quality or portion.",2
"Pretty good food, hard to communicate with staff, language barrier. Love the food here, never too busy.",3
"The worst indian food I have had waste of money,they don't even know how to make basic curry. Bhindi masala was a disaster, they used frozen bhindi and just put crushed cocunut on the dish. Also the lemon rice was one of the worst tasting rice dishes I've ever tried. It was hilarious because the manager was talking about each dish like it was too die for. But in reality, our stomachs were dying. I don't recommend anybody trying this place. I'm sure it will run out of business very soon",0
"We love their chicken chopped salad with basil & candied pecans. And the jalape\u00f1o fries are good too. I'm not a huge fan of the pizza, but my husband really likes the buffalo chicken one. The crust is too soggy for me but the flavor is good.",3
"I would give no stars but since I had to give one, one is all they get. After working with the loan department, I have decided to pull our money and move our mortgage. We were approved for our re-finance and then canceled at the last minute once they found out I was working a contract job. We have been a 20+ year B of A customer, currently have our mortgage with them and never have defualted. Yes i was laid off work like 1/2 of America but have managed to keep working a contract position. The contract jobs out here in California usually run for three months at a time and after each quarter, they extend them. I have been at my job since August 2011 and I am due to be extended at the end of June. However they used this as a reason not to go through with our loan. You think  Bank of America would want to help us make it easier to get through the economy crisis. Just to let you know I am speaking about the Loan Department in Chandler Arizona. Not only did they take forever to get the paperwork done, they called and told us to return documents as soon as possible so that our approved loan will get completed. We were told we could sign the paperwork while we were on vacation but never heard anything. Got home and found out they canceled our loan. Never will I use this Bank. Their commitment to customer service sucks.",0
